ID,USERZIPCODE,PLATFORMTYPE,URL,KEYWORDS,TAXONOMY,IS_HCP
84237,8002,'Online Medical Journal',https://www.clinicaladvisor.com/home/dermatology-clinic/thick-ridges-and-valleys-found-on-a-newly-shaved-scalp-2/,Oncology|Medicine|Neurology|Ophthalmology|Pediatrics|Urology|General|False|Elderly|Hepatology|Asthma|Cardiology|Cardiovascular|Clinical|Dermatology|Orthopedics|Rheumatology|Diagnosis|Gastroenterology|Psychiatry|Surgery|Health,2084N0400X,1
100014,60644,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/topics/systemic-lupus-erythematosus/fecal-microbiota-transplant-safe-effective-for-patients-with-sle/,'Total|Psychiatry|Rheumatology|Urology|False|Rheumatoid|Cardiology|Neurology|Aged|General|Clinical|Gastroenterology|Medicine|Autoimmune|Arthritis|Transplantation|Dermatology|Ophthalmology|Controlled|Small|Autoimmune Diseases|Diagnosis|Oncology',207Q00000X,1
96951,60004,'Online Medical Journal','https://www.clinicaladvisor.com/slideshow/derm-dx/dermdx-red-rash-nose/?NID=1356355812&hmEmail=WvFQZINefd2fDNhgrTsTJ99Sz\%2By1cfMN&hmSubId&sha256email=688f272180f7bc0223775fb27c6979d56e40477630e3da75bd92b66d9885a457','influenza|nephrology|hepatology|lupus|oncology|copd|general|pain|disease|skin disease|health|asthma|pain management|cardiology|the|rash|clinical|hematology|erythema|dermatology|psoriasis|pediatrics|urology|diabetes|surgery|',207Q00000X,1
99405,440534100,'Online Medical Journal',https://globalrph.com/dilution/norepinephrine-levophed/,'Pharmacology|Clinical Pharmacology|Elderly|Myocardial Infarction|Hypotension|Clinical|General|Arrhythmias|Metabolic|Oncology|Anesthesia|Health|Drug Therapy|Large|Resuscitation|Shock|Cardiac|False|Vascular Diseases|Tachycardia|Perfusion|Allergic|Controlled|Intravenous',207Q00000X,1
16793,44124,'Online Medical Journal',https://www.cureus.com/articles/49757-regadenoson-stress-testing-a-comprehensive-review-with-a-focused-update,'Bradycardia|Perfusion|Asthma|Preventive|Pre-Excitation Syndromes|Lung|Myocardial Infarction|Rehabilitation|Transplantation|Sinus|Neurological Surgery|Neurology|Ophthalmology|Pediatrics|General Practice|Cardiac|Male|Heart Failure|Erythema|Emergency Medicine|Cardiovascular|Surgical|Small|Cardiology|Physical Medicine & Rehabilitation|Psychiatry|Urology|Ischemic Heart Disease|General|Intravenous|Controlled|Large|Total|Myocardial Ischemia|Hypotension|Dentistry|Technology|Anemia|False|Chronic|Pathology|Oncology|Orthopedics|Otolaryngology|Aged|Resuscitation|Trauma|Anesthesiology|Dermatology|Nuclear Medicine|Preventive Medicine|Medicine|Critical Care|Seizures|Specialties|Health|Arrhythmias|Clinical|Oral|Induced|Intrinsic|Gastroenterology|Rheumatology|Surgery',2084N0400X,1
26500,97217,'Online Medical Journal',https://www.2minutemedicine.com/my-account-2/lost-password/?reset-link-sent=true,'Physicians|Neurology|Rheumatology|Dissection|Small|Gastroenterology|Psychiatry|Specialties|Pathology|Dermatology|Heart Failure|Health|Cardiovascular|Medicine|Genetic|Large|False|Ophthalmology|Pediatrics|Cardiomyopathy|Clinical|Chronic|Total|Cardiology|Oncology|Hospitals|Surgery',2084N0400X,1
50647,60628,'Online Learning Portal',https://www.goodrx.com/health-topic/mental-health/spoon-theory,'Child|Multiple Sclerosis|Behavior|Seasonal|Diagnosis|Psychological|Medicine|Health|Chronic|Trauma|Surgery|Stomach|Arthritis|Emotions|Asthma|Mental Health|False|Atrial Fibrillation|Elderly|Experimental|Total|Thyroid Cancer|Tachycardia|Autoimmune|Flu|Allergens|Digestive Tract|Autoimmune Diseases|Large|Small|Delivery|Health Services|Anxiety Disorders|Clinical|Rheumatoid',207R00000X,1
89512,54481,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/news/early-screening-and-management-of-cardiovascular-risk-factors-important-in-psoriatic-arthritis-and-ankylosing-spondylitis/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rheum&rwdd=1,Arthritis|Urology|Oncology|Rheumatology|Clinical|Total|Medicine|Cardiology|Neurology|Cardiovascular|Gastroenterology|Psychiatry|General|Ophthalmology|False|Rheumatoid|Dermatology,2084N0400X,1
3085,44102,'Online Medical Journal',https://www.empr.com/?s=cymbalta,Oral|Cardiology|Health|Technology|Metabolic|Neurology|Rheumatology|Clinical|Oncology|Ophthalmology|Child|Diagnosis|Endocrine|Chronic|Psychiatry|Medicine|Cardiovascular|Dermatology|Pediatrics|Urology|False|Gastroenterology,207Q00000X,1
35254,80342600,'Online Medical Journal',https://www.psychiatryadvisor.com/home/topics/mood-disorders/bipolar-disorder/bipolar-disorder-symptoms-lessened-by-cognitive-behavioral-therapy/,'Psychiatry|False|Trauma|Medicine|Anxiety Disorders|Bipolar and Related Disorders|Clinical|Psychological|Cardiology|Urology|General|Controlled|Conduct Disorders|Total',208G00000X,1
63909,10016,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',207RG0100X,1
51659,45865,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/news/early-screening-and-management-of-cardiovascular-risk-factors-important-in-psoriatic-arthritis-and-ankylosing-spondylitis/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rheum&rwdd=1,Arthritis|Urology|Oncology|Rheumatology|Clinical|Total|Medicine|Cardiology|Neurology|Cardiovascular|Gastroenterology|Psychiatry|General|Ophthalmology|False|Rheumatoid|Dermatology,2084N0400X,1
34803,23514,'Online Medical Journal',https://www.clinicaladvisor.com/home/features/derm-dx/,Asthma|Arthritis|General|Clinical|Diagnosis|Rheumatoid|Dermatology|Surgery|Health|Oncology|Pediatrics|Psychiatry|Cardiology|False|Neurology|Medicine|Cardiovascular|Ophthalmology|Rheumatology|Urology|Hepatology|Gastroenterology|Orthopedics,2084P0800X,1
81317,10016,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/drug-database/,'Medicine|Tuberculosis|False|Oncology|Psychiatry|Clinical|Ophthalmology|Rheumatology|Gastroenterology|Critical Care|Asthma|Urology|Pulmonologists|Lung|Cardiology|Neurology|Health|Dermatology|Rhinitis|General',2085R0001X,1
78531,53954,'Online Medical Journal',https://www.empr.com/home/news/issues-with-patient-access-to-clozapine-prompt-rems-update/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_MPR_TOPT_110622_RM&hmEmail=cGybsjO4jLPxq31m4WzXlIKmz9R2geZa&sha256email=6cf339b11c48cc02425f93839561728449fd373bf3cd52d42c69b79492137e43&hmSubId=&NID=1871503623,'covid|pain|disease|health|covid-19|pain management|oncology|cardiology|the|allergic|rash|general|clinical|hematology|dermatology|pediatrics|urology|child|',2084N0400X,1
22477,930032916,'Online Medical Journal',https://www.cureus.com/articles/74271-carotid-artery-calcification-what-we-know-so-far,'Health|Transplantation|Cardiac|Chronic|Psychiatry|Rheumatology|Hemorrhage|Diabetes Mellitus|General Practice|Transluminal Angioplasty|Clinical|Dentistry|Technology|Anemia|Trauma|Preventive Medicine|Hematoma|Aged|Angioplasty|Intravenous|Preventive|Induced|Monocytes|Critical Care|Emergency Medicine|Myocardial Infarction|Specialties|General|Surgical|Ruptured|Pathology|Molecular|Male|Neurology|Primary Prevention|Rehabilitation|Oral|Large|False|Metabolic|Neurological Surgery|Pediatrics|Overweight|Percutaneous Transluminal|Anesthesiology|Dermatology|Otolaryngology|Physical Medicine & Rehabilitation|Macrophages|Cardiovascular|Diagnosis|Total|Cardiology|Ophthalmology|Orthopedics|Medicine|Resuscitation|Perfusion|Radiography|Small|Gastroenterology|Nuclear Medicine|Oncology|Surgery|Urology',207W00000X,1
84578,53211,'Online Medical Journal','https://www.thecardiologyadvisor.com/home/topics/interventional/age-and-v1-tortuosity-associated-with-in-stent-restenosis-rate-after-v1-segment-stenting/?utm_source=newsletter&utm_medium=email&utm_campaign=NWLTR_CAR_UPDT_080322_RM&hmEmail=HI\%2B\%2FRC3IKDwm8MPRtf7G7PiAWyDGhZct&sha256email=51982230bca0722178b3eb00440d0e7c6124addae06b5b0f0bf43c2a81f24470&hmSubId=&NID=1164460010','disease|catheterization|diabetes mellitus|oncology|cardiology|the|general|clinical|hematology|dermatology|acute coronary syndrome|pain|arrhythmia|transplantation|urology|diabetes|hypertension|',207RC0000X,1
76250,2116,'Online Medical Journal',https://www.empr.com/home/news/fda-authorizes-direct-to-consumer-test-to-detect-covid-19-influenza-and-rsv/,'Cardiovascular|Clinical|Gastroenterology|Oral|Dermatology|Health Care Professional|Diagnosis|False|Neurology|Child|Technology|Seasonal|Metabolic|Cardiology|Pediatrics|Psychiatry|Rheumatology|Flu|Endocrine|Ophthalmology|Medicine|Health|Oncology|Urology',2084P0800X,1
40054,8080,'Online Medical Journal',https://www.cureus.com/articles/33973-resolution-of-treatment-refractory-prurigo-nodularis-with-dupilumab-a-case-series,'Resuscitation|Allergic|Large|Cardiology|Neurological Surgery|Preventive Medicine|Medicine|Shock|Biopsy|Dentistry|Diagnosis|Chronic|Orthopedics|Physical Medicine & Rehabilitation|Urology|Health|Specialties|Technology|Trauma|Refractory|Nuclear Medicine|Clinical|Surgical|Oral|Anesthesiology|Oncology|Dermatitis|Transplantation|General|Controlled|Small|False|Otolaryngology|Pediatrics|Psychiatry|Rheumatology|General Practice|Rehabilitation|Cardiac|Ophthalmology|Emergency Medicine|Critical Care|Asthma|Rhinitis|Gastroenterology|Preventive|Pathology|Dermatology|Neurology|Surgery',2084N0400X,1
7058,11720,'Online Medical Journal',https://www.cureus.com/articles/64950-helicopter-emergency-medical-services-transport-of-covid-19-patients-in-the-first-wave-a-national-survey,'small|covid|nephrology|radiology|preventive medicine|critical care|internal medicine|oncology|severe acute respiratory syndrome|forensic medicine|general|specialties|trauma|pain|disease|autoimmune|health|covid-19|pain management|acos|cardiology|preventive|the|asymptomatic infections|clinical|hematology|proton therapy|dermatology|transplantation|pediatrics|urology|diabetes|cardiac|surgery|',2084N0400X,1
60915,62298,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/decision-support-in-medicine/dermatology/pseudogout-calcium-phyrophosphate-deposition-disease/,'Dermatomyositis|Preventive|Male|Dermatology|Aged|Bursitis|Temporomandibular Joint|Activities of Daily Living|Intravenous|Oncology|Ophthalmology|Heart Failure|Elderly|Conduction|Genetic|Metabolic|Total|Medicine|Hemarthrosis|Carpal Tunnel Syndrome|Joints|General|Premature|Rheumatoid|Arthropathy|Clinical|Inborn|False|Hereditary|Chronic|Induced|Gastroenterology|Bone Marrow|Cardiomyopathy|Cellulitis|Diagnosis|Female|Neurology|Rheumatology|Urology|Neutrophils|Arthritis|Debridement|Cardiac|Radiography|Oral|Surgical|Insomnia|Psychiatry|Surgery|Erythema|Ankylosis|Sinus|Large|Small|Trauma|Cardiology',207RG0300X,1
59730,53711,'Online Medical Journal',https://www.pulmonologyadvisor.com/home/topics/restrictive-lung-disease/benefits-of-vitamin-supplementation-in-idiopathic-pulmonary-fibrosis/,'Oncology|Ophthalmology|General|Tuberculosis|Medicine|False|Cardiology|Total|Gastroenterology|Asthma|Clinical|Chronic|Dermatology|Rheumatology|Critical Care|Lung|Neurology|Psychiatry|Urology',2084N0402X,1
97401,19958,'Online Medical Journal',https://www.renalandurologynews.com/home/news/urology/prostate-cancer/survival-outcomes-in-gleason-9-10-pca-similar-with-radiation-surgery/,Cardiovascular|Clinical|Rheumatology|Transplantation|Total|Medicine|General|Cardiology|Neurology|Oncology|Ophthalmology|Surgery|Premature|Biopsy|Anemia|Nephritis|Psychiatry|False|Chronic|Reproductive|Gastroenterology|Health|Dermatology|Urology,207Q00000X,1
33571,93117,'Online Medical Journal',https://www.renalandurologynews.com/home/news/nephrology/chronic-kidney-disease-ckd/caution-urged-in-the-use-of-megestrol/,'Anemia|Small|Gastroenterology|Nephritis|Neurology|Oncology|Reproductive|Clinical|Chronic|Cardiovascular|Premature|False|Oral|Dermatology|Atrial Fibrillation|Transplantation|Total|Cardiology|Ophthalmology|Medicine|Health|General|Psychiatry|Rheumatology|Urology',2084P0800X,1
7073,54235,'Online Medical Journal',https://www.gastroenterologyadvisor.com/general-gastroenterology/patient-factors-associated-with-appendectomy-within-30-days-of-antibiotics/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-gastro&wtu_id_h=9cbeb13e86b5cb4c67501bd451e37da1,'Biliary Tract|Stomach|Metabolic|Neoplasms|Oncology|Anxiety Disorders|Surgery|Dermatology|Gastroenterology|Psychiatry|Liver|Clinical|Transplantation|Hepatic Transplantation|General|Total|Ophthalmology|Rheumatology|Sleep Disorders|Esophagus|Cardiology|False|Urology|Chronic|Neurology|Medicine|Pancreas',2084P0800X,1
34286,45150,'Online Medical Journal',https://www.rarediseaseadvisor.com/insights/sm-insights/systemic-mastocytosis-pregnancy/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rda&wtu_id_h=e922e4f4189330fe80379549a24a437b,'Angioedema|Gastroenterology|Multiple Sclerosis|Clinical|False|Anesthesia|Bradycardia|Physicians|Health|Neoplastic|Dermatology|Obstetrics & Gynecology|Intensive Care|Thyroid Carcinoma|Urology|Hepatology|Biopsy|Hereditary|Delivery|Obstetric|Reproductive|Cardiology|Oncology|Allergens|Bone Marrow|Child|Neurology|Rheumatology|Large',2084P0800X,1
44713,43606,'Online Medical Journal',https://www.medicalbag.com/,'Genetic|Large|Autoimmune|Health|False|Abortion|Dermatology|Ophthalmology|Heart Failure|Technology|Trauma|Surgery|Flu|Clinical|Lung Abscess|Analgesia|Oncology|Lung|Rheumatoid|Cardiovascular|Anemia|Hereditary|Cardiology|Rheumatology|Abscess|Arthritis|Anesthesia|Lung Diseases|Medicine|Dermatitis|Biliary Tract|Congenital|Oral|Neurology|Molecular|Physicians|Liver|Asthma|Ruptured|Angioedema|Diagnosis|Gastroenterology|Psychiatry|Urology',2084N0400X,1
14263,30701,'Online Medical Journal',https://www.cureus.com/articles/54984-purpuric-rash-and-thrombocytopenia-after-the-mrna-1273-moderna-covid-19-vaccine,'Resuscitation|Hemoptysis|Specialties|Dentistry|Small|Oral|Neurological Surgery|Psychiatry|Bone Marrow|Liver|Health|Surgical|False|Pathology|Anesthesiology|Surgery|Antigens|Large|Chronic|Preventive|Molecular|Ophthalmology|Pediatrics|Elderly|Autoimmune Diseases|Flu|Cardiac|Orthopedics|Immune System|Emergency Medicine|Hemorrhage|Autoimmune|Intravenous|Trauma|Dermatology|Gastroenterology|Oncology|Otolaryngology|Physical Medicine & Rehabilitation|Preventive Medicine|Medicine|Lung|Rehabilitation|General|Rheumatology|Urology|Critical Care|General Practice|Transplantation|Diagnosis|Technology|Induced|Male|Heart Failure|Hematuria|Physicians|Congenital|Clinical|Cardiology|Neurology|Nuclear Medicine',207T00000X,1
39410,84010,'Online Medical Journal',https://www.rarediseaseadvisor.com/insights/sm-insights/systemic-mastocytosis-pregnancy/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rda&wtu_id_h=e922e4f4189330fe80379549a24a437b,'Angioedema|Gastroenterology|Multiple Sclerosis|Clinical|False|Anesthesia|Bradycardia|Physicians|Health|Neoplastic|Dermatology|Obstetrics & Gynecology|Intensive Care|Thyroid Carcinoma|Urology|Hepatology|Biopsy|Hereditary|Delivery|Obstetric|Reproductive|Cardiology|Oncology|Allergens|Bone Marrow|Child|Neurology|Rheumatology|Large',207Q00000X,1
34797,10022,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/cancer-topics/skin-cancer/how-has-immunotherapy-improved-survival-rates-in-patients-with-melanoma/,'Oncology|Urology|Dermatology|Chronic|Gastroenterology|Neurology|Immune System|Diagnosis|Endocrine|Psychiatry|General|Cardiology|Lung|Total|Rheumatology|Medicine|Clinical|False|Ophthalmology',2084P0800X,1
8600,30084,'Online Medical Journal',https://www.clinicaladvisor.com/home/features/derm-dx/,Asthma|Arthritis|General|Clinical|Diagnosis|Rheumatoid|Dermatology|Surgery|Health|Oncology|Pediatrics|Psychiatry|Cardiology|False|Neurology|Medicine|Cardiovascular|Ophthalmology|Rheumatology|Urology|Hepatology|Gastroenterology|Orthopedics,207P00000X,1
93932,48219,'Online Medical Journal',https://www.rarediseaseadvisor.com/insights/sm-insights/systemic-mastocytosis-pregnancy/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rda&wtu_id_h=e922e4f4189330fe80379549a24a437b,'Angioedema|Gastroenterology|Multiple Sclerosis|Clinical|False|Anesthesia|Bradycardia|Physicians|Health|Neoplastic|Dermatology|Obstetrics & Gynecology|Intensive Care|Thyroid Carcinoma|Urology|Hepatology|Biopsy|Hereditary|Delivery|Obstetric|Reproductive|Cardiology|Oncology|Allergens|Bone Marrow|Child|Neurology|Rheumatology|Large',2084P0800X,1
113200,97306,'Online Medical Journal',https://www.rheumatologyadvisor.com/home/news/early-screening-and-management-of-cardiovascular-risk-factors-important-in-psoriatic-arthritis-and-ankylosing-spondylitis/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rheum,Arthritis|Urology|Oncology|Rheumatology|Clinical|Total|Medicine|Cardiology|Neurology|Cardiovascular|Gastroenterology|Psychiatry|General|Ophthalmology|False|Rheumatoid|Dermatology,207T00000X,1
93302,92592,'Online Medical Journal',https://www.clinicalpainadvisor.com/dea-drug-slang-code-words/drug-slang-code-words/,Chronic|Urology|Medicine|Total|General|Child|Controlled|Clinical|False|Dental|Synthetic|Cardiology,207R00000X,1
9466,277100001,'Online Medical Journal',https://globalrph.com/drugs/anti-depressants/,'Pharmacology|Liver Dysfunction|Elderly|Liver|Clinical|Erythema|Angioedema|Hypersensitivity|Allergic|Total|Health|Neonates|False|Oncology|Clinical Pharmacology|Aged|Oral|Small|Medicine|Physicians|Drug Therapy|Behavior|Controlled|Diagnosis|Female|Insomnia|Cardiac|Chronic|Nervous System|Seizures|Therapeutic Effects|Arrhythmias|Hypotension|Arrhythmia|CNS',2084N0400X,1
28908,45662,'Online Learning Portal',https://www.goodrx.com/health-topic/eye/eye-boogers,'Medicine|Digestive Tract|False|Multiple Sclerosis|Seasonal|Neonatal|Laser|Allergens|Asthma|General|Sinus|Total|Child|Health|Small|Chronic|Thyroid Cancer|Delivery|Surgery|Autoimmune|Diagnosis|Atrial Fibrillation|Dermatology|Pediatrics|Immune System|Flu|Corrective|Surgical|Ophthalmology',2084N0400X,1
88793,19150,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',207ZP0105X,1
33045,2148,'Online Medical Journal','https://www.renalandurologynews.com/home/news/urology/prostate-cancer/survival-outcomes-in-gleason-9-10-pca-similar-with-radiation-surgery/#:~:text=The\%2010\%2Dyear\%20rates\%20of\%20overall\%20survival\%20were\%2079.9\%25\%2C,\%2C\%20and\%2090.3\%25\%2C\%20respectively.',Cardiovascular|Clinical|Rheumatology|Transplantation|Total|Medicine|General|Cardiology|Neurology|Oncology|Ophthalmology|Surgery|Premature|Biopsy|Anemia|Nephritis|Psychiatry|False|Chronic|Reproductive|Gastroenterology|Health|Dermatology|Urology,207RG0300X,1
113584,600102538,'Online Medical Journal',https://www.rarediseaseadvisor.com/features/ipf-features/new-tlc4pf-venture-aims-improve-diagnosis-treatment-pulmonary-fibrosis/,'Medicine|Hereditary|Induced|Neurology|Physicians|Pulmonologists|Health|Pediatrics|Angioedema|Thyroid Carcinoma|False|Lung|Multiple Sclerosis|Rheumatology|Hepatology|Child|Gastroenterology|Pulmonary Medicine|Urology|Critical Care|Delivery|Cardiology|Dermatology|Sleep Medicine|Clinical|Diagnosis|Molecular|Pharmacology|Oncology',2084N0400X,1
9055,37923,'Online Medical Journal',https://www.empr.com/drug/levofloxacin/,'Physicians|Endocrine|Chronic|Cardiology|Oncology|Stomach|Metabolic|Ophthalmology|Hematology|Acquired|Medicine|Dermatology|Rheumatology|Urology|Hypersensitivity|Pediatrics|Aneurysm|Pharmacology|Elderly|Aortic Aneurysm|Lung|Dissection|Clinical|Oral|False|CNS|Gastroenterology|Psychiatry|Bradycardia|Child|Cardiovascular|Diagnosis|Insomnia|Health|Technology|Neurology',2084B0040X,1
15514,15212,'Online Medical Journal',https://www.cureus.com/articles/98184-biliary-duct-hamartomas-a-systematic-review,'Tachycardia|Trauma|Acquired|Neurological Surgery|Psychiatry|Polyneuropathy|Autoimmune|Bariatric Surgery|Congenital|Clinical|Dentistry|Radiography|Surgical|Intrahepatic|Small|Neoplastic|Papillary|Anesthesiology|Orthopedics|Medicine|Liver Transplantation|Transplantation|Cardiac|Chronic|Oral|Pathology|Cardiology|Nuclear Medicine|General Practice|Shock|Bile Ducts|Genetic|Large|Total|Dermatology|Physical Medicine & Rehabilitation|Preventive Medicine|Rheumatology|Lung|Thyroid Cancer|Male|Ophthalmology|Otolaryngology|Surgery|Physicians|Liver|Hamartoma|Health|Biopsy|Technology|False|Female|Oncology|Pancreas|Cysts|Specialties|Rehabilitation|Intravenous|Diagnosis|Preventive|Gastroenterology|Urology|Elderly|Emergency Medicine|Critical Care|Resuscitation|General|Tuberculosis|Infected|Neurology|Pediatrics',208000000X,1
95611,37221,'Online Medical Journal',https://www.renalandurologynews.com/home/decision-support-in-medicine/nephrology-hypertension/medical-management-of-the-dialysis-patient-hypercalcemia/,General|Chronic|Total|Cardiology|Gastroenterology|Rheumatology|Medicine|Cardiovascular|Oncology|Arrhythmias|Clinical|Surgery|Surgical|Nephritis|Dermatology|Neurology|Bradycardia|Ophthalmology|Psychiatry|Health|Transplantation|Premature|Anemia|False|Reproductive|Urology|Diagnosis,2084P0800X,1
63057,32348,'Online Medical Journal',https://www.rarediseaseadvisor.com/insights/sm-insights/systemic-mastocytosis-pregnancy/?utm_source=jungroup&utm_medium=ppc&utm_campaign=traffic-drivers-rda&rwdd=1,'Angioedema|Gastroenterology|Multiple Sclerosis|Clinical|False|Anesthesia|Bradycardia|Physicians|Health|Neoplastic|Dermatology|Obstetrics & Gynecology|Intensive Care|Thyroid Carcinoma|Urology|Hepatology|Biopsy|Hereditary|Delivery|Obstetric|Reproductive|Cardiology|Oncology|Allergens|Bone Marrow|Child|Neurology|Rheumatology|Large',2084N0402X,1
112653,10065,'Online Medical Journal',https://www.cancertherapyadvisor.com/home/decision-support-in-medicine/critical-care-medicine/phosphorus-and-calcium-imbalance/,'Diabetes Insipidus|False|Critical Care Medicine|Psychiatry|Seizures|Body Fluids|Child|Arrhythmia|Cardiac|Large|Trauma|Neurology|Oncology|Heart Failure|Cardiovascular|Diagnosis|Surgical|Inherited|Ophthalmology|Pediatrics|Intestine|Myocardial Infarction|Clinical|Liver|Lung|Joints|General|Endocrine|Induced|Gastroenterology|Intravenous|Hereditary|Cardiology|Medicine|Elderly|Health|Metabolic|Delivery|Granuloma|Total|Dermatology|Urology|Critical Care|Newborn|Malnutrition|Acid-Base Imbalance|Bone Diseases|Oral|Chronic|Rheumatology',2084S0012X,1
41116,33312,'Online Learning Portal',https://www.goodrx.com/concerta,'Atrial Fibrillation|Medicine|Health|False|Total|Oral|Child|Behavior|Flu|Seasonal|Nervous System|Thyroid Cancer|Asthma|Allergens|Digestive Tract|Stomach|Controlled|Diagnosis|Delivery',207RH0003X,1
42456,294258908,'Online Medical Journal',https://www.endocrinologyadvisor.com/home/conference-highlights/ada-75th-scientific-sessions-2015/adding-sitagliptin-to-liraglutide-provided-no-extra-benefit-in-diabetes/,General|Total|Induced|False|Neoplastic|Cardiology|Medicine|Clinical|Reproductive|Health|Cardiovascular|Urology,2084N0402X,1
49207,11694,'Online Medical Journal',https://www.clinicaladvisor.com/slideshow/clinical-quiz/derm-dx-papules-on-the-penis/,Medicine|Oral|Genetic|Chronic|Small|Preschool|Gastroenterology|Surgery|Neurology|Health|Dermatology|Rheumatology|Urology|Asthma|Diagnosis|Trauma|Cardiology|Orthopedics|Pediatrics|Biopsy|Aged|Hepatology|Cardiovascular|Ophthalmology|General|Clinical|False|Oncology|Psychiatry,207R00000X,1
23586,77005,'Online Medical Journal','https://allmedx.com/q/Antidepressant use and risk of adverse outcomes?utm_source=Email8084&utm_medium=email&utm_campaign=Email8084&em_tag=7812973','covid|radiology|preventive medicine|critical care|neonatal|internal medicine|hepatology|pulmonary medicine|diabetes mellitus|interventional cardiology|oncology|nephrology|medical oncology|acs|general|acute coronary syndrome|induced|disease|health|covid-19|pain management|stroke|cardiology|cerebrovascular accident|dentist|the|vaccine|clinical|hematology|pe|pe|arrhythmia|transplantation|pediatrics|urology|depression|diabetes|hypertension|surgery|',207R00000X,1
14743,43017,'Online Medical Journal',https://www.renalandurologynews.com/home/decision-support-in-medicine/nephrology-hypertension/medical-management-of-the-dialysis-patient-hypercalcemia/,General|Chronic|Total|Cardiology|Gastroenterology|Rheumatology|Medicine|Cardiovascular|Oncology|Arrhythmias|Clinical|Surgery|Surgical|Nephritis|Dermatology|Neurology|Bradycardia|Ophthalmology|Psychiatry|Health|Transplantation|Premature|Anemia|False|Reproductive|Urology|Diagnosis,207Q00000X,1
28650,60525,'Online Medical Journal',https://www.clinicalpainadvisor.com/dea-drug-slang-code-words/drug-slang-code-words/,Chronic|Urology|Medicine|Total|General|Child|Controlled|Clinical|False|Dental|Synthetic|Cardiology,207Q00000X,1
80660,90620,'Online Medical Journal',https://www.cureus.com/articles/39455-whats-the-risk-differentiating-risk-ratios-odds-ratios-and-hazard-ratios,'Rehabilitation|Transplantation|Clinical|Preventive|Oncology|Orthopedics|Otolaryngology|Preventive Medicine|Rheumatology|Surgery|Medicine|False|Oral|Pathology|Dermatology|Ophthalmology|Specialties|Controlled|Dentistry|Large|Total|Emergency Medicine|Technology|Operative|Surgical|Trauma|Urology|Small|Neurological Surgery|Psychiatry|Patient Care|Male|Physical Medicine & Rehabilitation|Resuscitation|General Practice|Health|General|Anesthesiology|Pediatrics|Cardiac Tamponade|Critical Care|Myocardial Infarction|Cardiac|Cardiology|Gastroenterology|Neurology|Nuclear Medicine',2084V0102X,1
34950,63141,'Online Medical Journal',https://www.psychiatryadvisor.com/home/schizophrenia-advisor/long-term-cognitive-decline-found-in-schizophrenia-and-other-psychoses/,'Medicine|Bipolar and Related Disorders|Controlled|Trauma|Small|Psychiatry|Health|General|Urology|Anxiety Disorders|Clinical|Conduct Disorders|Cardiology|Diagnosis|False|Total',207RE0101X,1
108191,10010,'Online Medical Journal',https://www.neurologyadvisor.com//,'Flu|Clinical|Physicians|Apnea|General|Urology|CNS|Male|Central Nervous System Infections|Health|Psychological|False|Nervous System|Sleep Disorders|Oncology|Medicine|Multiple Sclerosis|Trauma|Total|Neurology|Mental Health|Cardiology',363LA2100X,1
