ID,IS_HCP,taxClass,TAXONOMY
128692,0,98,207Q00000X
128693,1,77,207Q00000X
128694,1,115,2084P0804X
128695,1,222,?
128696,0,28,2084N0400X
128697,0,16,2084P0800X
128698,0,23,207RI0200X
128699,0,0,207R00000X
128700,1,448,?
128701,0,148,2084N0400X
128702,0,61,2084N0400X
128703,0,129,207RP1001X
128704,0,28,2084N0400X
128705,0,150,2084P0804X
128706,0,40,208000000X
128707,0,1780,?
128708,1,46,2084N0400X
128709,1,47,2084N0600X
128710,0,650,?
128711,1,495,?
128712,0,674,?
128713,1,73,207RP1001X
128714,0,3,207Q00000X
128715,0,16,2084P0800X
128716,0,90,2084P0800X
128717,1,850,?
128718,1,231,?
128719,1,222,?
128720,0,123,2084N0400X
128721,0,90,2084P0800X
128722,0,37,363A00000X
128723,1,42,2084N0400X
128724,1,1066,?
128725,0,182,207R00000X
128726,1,90,2084P0800X
128727,1,51,2084B0040X
128728,0,1781,?
128729,1,437,?
128730,1,143,2084P0800X
128731,0,560,?
128732,0,1782,?
128733,0,129,207RP1001X
128734,1,147,207RR0500X
128735,0,134,2084P0800X
128736,0,1109,?
128737,1,90,2084P0800X
128738,1,17,2084P0800X
128739,0,1783,?
128740,0,210,?
128741,0,685,?
128742,0,3,207Q00000X
128743,1,115,2084P0804X
128744,0,37,363A00000X
128745,0,3,207Q00000X
128746,1,51,2084B0040X
128747,0,40,208000000X
128748,0,402,?
128749,0,134,2084P0800X
128750,0,52,207Q00000X
128751,1,345,?
128752,0,317,?
128753,1,141,2084N0400X
128754,0,0,207R00000X
128755,1,90,2084P0800X
128756,1,114,2084P0800X
128757,0,488,?
128758,1,222,?
128759,0,86,207R00000X
128760,1,533,?
128761,1,344,?
128762,1,364,?
128763,0,11,208000000X
128764,0,21,2084N0400X
128765,0,19,2084N0400X
128766,0,190,2084N0400X
128767,1,1784,?
128768,0,90,2084P0800X
128769,0,40,208000000X
128770,1,90,2084P0800X
128771,0,40,208000000X
128772,1,1341,?
128773,0,49,208000000X
128774,1,77,207Q00000X
128775,0,18,207R00000X
128776,0,0,207R00000X
128777,1,114,2084P0800X
128778,0,0,207R00000X
128779,0,0,207R00000X
128780,0,16,2084P0800X
128781,1,759,?
128782,1,1785,?
128783,0,13,207R00000X
128784,1,1361,?
128785,0,0,207R00000X
128786,0,106,207ND0101X
128787,0,33,2084P0800X
128788,0,3,207Q00000X
128789,1,793,?
128790,1,66,174400000X
128791,1,1786,?
128792,0,27,208M00000X
128793,0,393,?
128794,0,148,2084N0400X
128795,0,1787,?
128796,0,243,?
128797,1,7,2084N0400X
128798,1,1226,?
128799,0,37,363A00000X
128800,0,342,?
128801,0,11,208000000X
128802,1,47,2084N0600X
128803,0,16,2084P0800X
128804,0,15,207RG0100X
128805,1,114,2084P0800X
128806,0,15,207RG0100X
128807,0,599,?
128808,0,103,207N00000X
128809,0,266,?
128810,0,245,?
128811,0,0,207R00000X
128812,0,182,207R00000X
128813,1,115,2084P0804X
128814,0,283,?
128815,0,19,2084N0400X
128816,1,1788,?
128817,1,1789,?
128818,0,1338,?
128819,0,16,2084P0800X
128820,0,61,2084N0400X
128821,1,29,207R00000X
128822,0,234,?
128823,0,26,2084P0800X
128824,0,16,2084P0800X
128825,0,1790,?
128826,0,16,2084P0800X
128827,1,52,207Q00000X
128828,0,329,?
128829,1,29,207R00000X
128830,1,1791,?
128831,0,123,2084N0400X
128832,1,1309,?
128833,0,301,?
128834,0,192,207Q00000X
128835,0,905,?
128836,0,0,207R00000X
128837,1,29,207R00000X
128838,1,42,2084N0400X
128839,1,47,2084N0600X
128840,1,116,2084N0400X
128841,1,547,?
128842,0,11,208000000X
128843,0,1792,?
128844,0,19,2084N0400X
128845,0,329,?
128846,1,7,2084N0400X
128847,0,155,207T00000X
128848,0,477,?
128849,0,31,2084N0400X
128850,1,1287,?
128851,1,136,2084P0804X
128852,0,28,2084N0400X
128853,1,1328,?
128854,1,73,207RP1001X
128855,1,2,2084N0400X
128856,0,414,?
128857,1,51,2084B0040X
128858,0,24,2084N0400X
128859,0,954,?
128860,1,564,?
128861,0,320,?
128862,1,1793,?
128863,0,15,207RG0100X
128864,1,29,207R00000X
128865,1,615,?
128866,0,1794,?
128867,0,0,207R00000X
128868,0,210,?
128869,0,70,207RC0000X
128870,0,22,2084N0400X
128871,0,9,207Q00000X
128872,0,20,2084P0800X
128873,1,51,2084B0040X
128874,1,115,2084P0804X
128875,0,123,2084N0400X
128876,0,157,2084N0402X
128877,1,1795,?
128878,0,191,2084P0800X
128879,0,16,2084P0800X
128880,0,599,?
128881,0,23,207RI0200X
128882,0,134,2084P0800X
128883,0,0,207R00000X
128884,0,129,207RP1001X
128885,0,206,207R00000X
128886,0,317,?
128887,0,40,208000000X
128888,0,86,207R00000X
128889,0,15,207RG0100X
128890,1,453,?
128891,1,112,207R00000X
128892,0,16,2084P0800X
128893,1,256,?
128894,1,1796,?
128895,0,809,?
128896,0,247,?
128897,0,103,207N00000X
128898,0,1797,?
128899,0,90,2084P0800X
128900,0,159,2084N0400X
128901,1,701,?
128902,1,66,174400000X
128903,0,279,?
128904,0,190,2084N0400X
128905,0,31,2084N0400X
128906,0,61,2084N0400X
128907,0,150,2084P0804X
128908,0,20,2084P0800X
128909,1,493,?
128910,0,0,207R00000X
128911,1,137,2084P0804X
128912,0,1511,?
128913,0,20,2084P0800X
128914,0,9,207Q00000X
128915,0,28,2084N0400X
128916,0,94,2084N0400X
128917,0,22,2084N0400X
128918,1,1798,?
128919,0,61,2084N0400X
128920,1,421,?
128921,0,303,?
128922,0,144,207R00000X
128923,0,27,208M00000X
128924,1,1799,?
128925,0,16,2084P0800X
128926,0,15,207RG0100X
128927,0,0,207R00000X
128928,1,59,2084N0402X
128929,1,147,207RR0500X
128930,0,1800,?
128931,0,1330,?
128932,1,902,?
128933,1,90,2084P0800X
128934,0,0,207R00000X
128935,1,7,2084N0400X
128936,0,247,?
128937,0,139,207Q00000X
128938,1,112,207R00000X
128939,0,464,?
128940,0,0,207R00000X
128941,1,48,2084P0800X
128942,0,20,2084P0800X
128943,0,9,207Q00000X
128944,0,130,207RX0202X
128945,0,90,2084P0800X
128946,0,90,2084P0800X
128947,1,114,2084P0800X
128948,0,0,207R00000X
128949,0,28,2084N0400X
128950,0,9,207Q00000X
128951,0,135,2084P0804X
128952,0,0,207R00000X
128953,0,16,2084P0800X
128954,0,775,?
128955,0,90,2084P0800X
128956,0,144,207R00000X
128957,0,3,207Q00000X
128958,0,435,?
128959,1,859,?
128960,1,46,2084N0400X
128961,0,167,2084P0800X
128962,0,599,?
128963,0,15,207RG0100X
128964,0,24,2084N0400X
128965,0,1801,?
128966,0,1802,?
128967,1,116,2084N0400X
128968,0,16,2084P0800X
128969,0,135,2084P0804X
128970,0,1803,?
128971,0,129,207RP1001X
128972,1,381,?
128973,0,1804,?
128974,0,329,?
128975,0,155,207T00000X
128976,0,0,207R00000X
128977,0,40,208000000X
128978,1,899,?
128979,1,115,2084P0804X
128980,0,309,?
128981,0,5,2084P0800X
128982,0,15,207RG0100X
128983,0,383,?
128984,0,3,207Q00000X
128985,1,115,2084P0804X
128986,0,28,2084N0400X
128987,1,325,?
128988,0,224,?
128989,0,41,2084N0402X
128990,0,31,2084N0400X
128991,0,242,?
128992,1,1227,?
128993,1,1030,?
128994,0,9,207Q00000X
128995,0,129,207RP1001X
128996,1,7,2084N0400X
128997,0,1374,?
128998,0,16,2084P0800X
128999,0,16,2084P0800X
129000,0,206,207R00000X
129001,0,338,?
129002,1,390,?
129003,0,589,?
129004,1,257,?
129005,1,439,?
129006,0,123,2084N0400X
129007,0,98,207Q00000X
129008,0,23,207RI0200X
129009,1,100,2084P0800X
129010,0,414,?
129011,0,0,207R00000X
129012,0,139,207Q00000X
129013,1,160,2084P0015X
129014,0,223,?
129015,0,129,207RP1001X
129016,0,16,2084P0800X
129017,1,143,2084P0800X
129018,0,287,?
129019,0,362,?
129020,0,3,207Q00000X
129021,0,283,?
129022,1,66,174400000X
129023,0,144,207R00000X
129024,1,160,2084P0015X
129025,0,188,2084N0400X
129026,0,15,207RG0100X
129027,0,24,2084N0400X
129028,0,1244,?
129029,0,23,207RI0200X
129030,0,127,2084N0400X
129031,0,139,207Q00000X
129032,0,34,207RG0100X
129033,1,573,?
129034,0,468,?
129035,0,41,2084N0402X
129036,0,20,2084P0800X
129037,0,129,207RP1001X
129038,0,123,2084N0400X
129039,0,31,2084N0400X
129040,1,693,?
129041,0,61,2084N0400X
129042,0,365,?
129043,0,736,?
129044,0,150,2084P0804X
129045,0,207,?
129046,1,1805,?
129047,0,414,?
129048,0,90,2084P0800X
129049,1,1806,?
129050,1,141,2084N0400X
129051,0,34,207RG0100X
129052,1,1063,?
129053,0,20,2084P0800X
129054,0,16,2084P0800X
129055,1,1807,?
129056,0,20,2084P0800X
129057,0,135,2084P0804X
129058,1,615,?
129059,0,134,2084P0800X
129060,0,190,2084N0400X
129061,1,236,?
129062,0,0,207R00000X
129063,1,158,2084P0800X
129064,0,3,207Q00000X
129065,0,1499,?
129066,1,1808,?
129067,1,489,?
129068,0,439,?
129069,0,0,207R00000X
129070,0,625,?
129071,0,327,?
129072,1,146,207QS0010X
129073,1,734,?
129074,1,29,207R00000X
129075,0,13,207R00000X
129076,0,19,2084N0400X
129077,0,90,2084P0800X
129078,1,1443,?
129079,1,115,2084P0804X
129080,1,364,?
129081,0,174,207R00000X
129082,0,273,?
129083,0,0,207R00000X
129084,1,1809,?
129085,0,16,2084P0800X
129086,0,468,?
129087,1,1810,?
129088,0,16,2084P0800X
129089,1,637,?
129090,0,103,207N00000X
129091,1,115,2084P0804X
129092,0,80,2084P0800X
129093,0,0,207R00000X
129094,0,636,?
129095,0,317,?
129096,0,0,207R00000X
129097,0,1557,?
129098,1,17,2084P0800X
129099,0,11,208000000X
129100,0,90,2084P0800X
129101,0,34,207RG0100X
129102,0,40,208000000X
129103,0,129,207RP1001X
129104,1,384,?
129105,0,41,2084N0402X
129106,0,19,2084N0400X
129107,0,0,207R00000X
129108,1,2,2084N0400X
129109,0,15,207RG0100X
129110,1,1462,?
129111,1,493,?
129112,1,347,?
129113,1,1425,?
129114,0,68,207Q00000X
129115,1,257,?
129116,1,261,?
129117,0,185,207Q00000X
129118,0,41,2084N0402X
129119,1,147,207RR0500X
129120,0,133,207Q00000X
129121,1,264,?
129122,1,1443,?
129123,0,0,207R00000X
129124,1,115,2084P0804X
129125,0,49,208000000X
129126,1,59,2084N0402X
129127,0,72,2084N0400X
129128,0,550,?
129129,0,41,2084N0402X
129130,1,116,2084N0400X
129131,0,758,?
129132,0,86,207R00000X
129133,0,309,?
129134,0,90,2084P0800X
129135,1,489,?
129136,1,581,?
129137,1,294,?
129138,0,242,?
129139,0,1335,?
129140,0,103,207N00000X
129141,1,59,2084N0402X
129142,0,31,2084N0400X
129143,1,166,2084P0800X
129144,0,187,207R00000X
129145,0,779,?
129146,0,16,2084P0800X
129147,0,175,207N00000X
129148,0,16,2084P0800X
129149,0,9,207Q00000X
129150,1,51,2084B0040X
129151,1,1811,?
129152,1,489,?
129153,1,257,?
129154,0,0,207R00000X
129155,0,49,208000000X
129156,1,131,207RP1001X
129157,0,5,2084P0800X
129158,0,80,2084P0800X
129159,0,31,2084N0400X
129160,0,90,2084P0800X
129161,0,31,2084N0400X
129162,0,14,207W00000X
129163,1,92,2084P0800X
129164,1,325,?
129165,0,15,207RG0100X
129166,1,1546,?
129167,0,129,207RP1001X
129168,0,3,207Q00000X
129169,0,155,207T00000X
129170,1,1812,?
129171,0,588,?
129172,0,130,207RX0202X
129173,1,474,?
129174,1,1813,?
129175,1,659,?
129176,0,3,207Q00000X
129177,0,182,207R00000X
129178,0,0,207R00000X
129179,0,27,208M00000X
129180,1,90,2084P0800X
129181,1,486,?
129182,0,11,208000000X
129183,0,1814,?
129184,0,266,?
129185,1,90,2084P0800X
129186,1,1340,?
129187,0,1815,?
129188,0,206,207R00000X
129189,0,0,207R00000X
129190,1,66,174400000X
129191,0,581,?
129192,1,7,2084N0400X
129193,1,629,?
129194,1,401,?
129195,0,185,207Q00000X
129196,1,59,2084N0402X
129197,1,92,2084P0800X
129198,0,23,207RI0200X
129199,0,165,207V00000X
129200,0,1816,?
129201,1,52,207Q00000X
129202,0,49,208000000X
129203,1,158,2084P0800X
129204,1,73,207RP1001X
129205,0,1817,?
129206,1,137,2084P0804X
129207,0,20,2084P0800X
129208,0,736,?
129209,0,0,207R00000X
129210,1,1818,?
129211,1,1819,?
129212,1,212,?
129213,0,116,2084N0400X
129214,1,1212,?
129215,0,28,2084N0400X
129216,0,19,2084N0400X
129217,0,34,207RG0100X
129218,1,42,2084N0400X
129219,1,768,?
129220,0,55,2084N0400X
129221,0,5,2084P0800X
129222,1,437,?
129223,1,1820,?
129224,0,27,208M00000X
129225,1,1821,?
129226,0,16,2084P0800X
129227,0,31,2084N0400X
129228,1,768,?
129229,0,23,207RI0200X
129230,0,560,?
129231,0,90,2084P0800X
129232,0,568,?
129233,0,16,2084P0800X
129234,1,90,2084P0800X
129235,1,1822,?
129236,1,141,2084N0400X
129237,0,9,207Q00000X
129238,1,147,207RR0500X
129239,1,493,?
129240,1,1823,?
129241,0,103,207N00000X
129242,0,103,207N00000X
129243,0,0,207R00000X
129244,1,51,2084B0040X
129245,0,1002,?
129246,0,31,2084N0400X
129247,0,49,208000000X
129248,0,519,?
129249,0,139,207Q00000X
129250,0,61,2084N0400X
129251,0,61,2084N0400X
129252,1,1824,?
129253,1,257,?
129254,1,90,2084P0800X
129255,0,41,2084N0402X
129256,0,748,?
129257,1,1287,?
129258,0,447,?
129259,0,5,2084P0800X
129260,1,374,?
129261,0,9,207Q00000X
129262,0,93,2084P0800X
129263,1,1825,?
129264,1,51,2084B0040X
129265,0,128,207R00000X
129266,0,365,?
129267,0,203,2084N0400X
129268,0,1826,?
129269,0,297,?
129270,0,37,363A00000X
129271,1,1173,?
129272,0,27,208M00000X
129273,0,49,208000000X
129274,0,459,?
129275,0,860,?
129276,1,115,2084P0804X
129277,1,115,2084P0804X
129278,0,588,?
129279,1,1827,?
129280,0,242,?
129281,1,344,?
129282,0,329,?
129283,1,116,2084N0400X
129284,0,15,207RG0100X
129285,0,329,?
129286,1,90,2084P0800X
129287,1,1265,?
129288,0,23,207RI0200X
129289,0,3,207Q00000X
129290,0,49,208000000X
129291,0,3,207Q00000X
129292,0,106,207ND0101X
129293,0,27,208M00000X
129294,0,11,208000000X
129295,0,0,207R00000X
129296,0,170,2084P0800X
129297,1,51,2084B0040X
129298,1,482,?
129299,0,3,207Q00000X
129300,0,28,2084N0400X
129301,0,9,207Q00000X
129302,0,5,2084P0800X
129303,0,22,2084N0400X
129304,1,824,?
129305,0,388,?
129306,0,289,?
129307,0,1828,?
129308,1,257,?
129309,1,147,207RR0500X
129310,1,141,2084N0400X
129311,1,392,?
129312,1,96,207R00000X
129313,0,360,?
129314,0,954,?
129315,0,129,207RP1001X
129316,0,64,207K00000X
129317,0,103,207N00000X
129318,0,1829,?
129319,0,365,?
129320,0,16,2084P0800X
129321,0,1830,?
129322,1,1282,?
129323,0,15,207RG0100X
129324,0,736,?
129325,0,16,2084P0800X
129326,0,103,207N00000X
129327,1,241,?
129328,0,22,2084N0400X
129329,0,253,?
129330,1,2,2084N0400X
129331,0,0,207R00000X
129332,0,327,?
129333,1,1831,?
129334,1,347,?
129335,0,16,2084P0800X
129336,0,309,?
129337,0,9,207Q00000X
129338,0,70,207RC0000X
129339,0,477,?
129340,0,129,207RP1001X
129341,1,792,?
129342,1,585,?
129343,0,0,207R00000X
129344,0,3,207Q00000X
129345,1,114,2084P0800X
129346,0,243,?
129347,0,1022,?
129348,0,3,207Q00000X
129349,1,73,207RP1001X
129350,0,0,207R00000X
129351,0,15,207RG0100X
129352,0,247,?
129353,0,286,?
129354,1,29,207R00000X
129355,0,1832,?
129356,1,73,207RP1001X
129357,1,469,?
129358,1,29,207R00000X
129359,0,891,?
129360,0,16,2084P0800X
129361,0,237,?
129362,0,15,207RG0100X
129363,0,16,2084P0800X
129364,0,1833,?
129365,0,20,2084P0800X
129366,0,9,207Q00000X
129367,0,130,207RX0202X
129368,0,70,207RC0000X
129369,1,212,?
129370,1,116,2084N0400X
129371,0,624,?
129372,0,366,?
129373,1,1031,?
129374,0,27,208M00000X
129375,0,599,?
129376,0,15,207RG0100X
129377,0,90,2084P0800X
129378,0,0,207R00000X
129379,0,15,207RG0100X
129380,0,298,?
129381,1,147,207RR0500X
129382,1,59,2084N0402X
129383,1,1834,?
129384,0,61,2084N0400X
129385,0,247,?
129386,0,9,207Q00000X
129387,0,247,?
129388,1,1835,?
129389,1,143,2084P0800X
129390,1,1836,?
129391,0,16,2084P0800X
129392,0,499,?
129393,0,673,?
129394,0,123,2084N0400X
129395,1,256,?
129396,1,768,?
129397,1,51,2084B0040X
129398,1,424,?
129399,1,73,207RP1001X
129400,1,42,2084N0400X
129401,0,103,207N00000X
129402,0,15,207RG0100X
129403,1,46,2084N0400X
129404,1,1800,?
129405,0,22,2084N0400X
129406,1,212,?
129407,1,114,2084P0800X
129408,0,21,2084N0400X
129409,1,66,174400000X
129410,1,1406,?
129411,0,187,207R00000X
129412,1,141,2084N0400X
129413,0,98,207Q00000X
129414,1,456,?
129415,0,206,207R00000X
129416,0,41,2084N0402X
129417,1,212,?
129418,0,1837,?
129419,0,16,2084P0800X
129420,1,701,?
129421,1,193,207L00000X
129422,0,0,207R00000X
129423,0,393,?
129424,0,210,?
129425,0,23,207RI0200X
129426,0,139,207Q00000X
129427,0,28,2084N0400X
129428,0,0,207R00000X
129429,0,20,2084P0800X
129430,1,448,?
129431,1,1838,?
129432,0,206,207R00000X
129433,0,352,?
129434,0,12,207L00000X
129435,1,141,2084N0400X
129436,0,15,207RG0100X
129437,1,448,?
129438,1,1328,?
129439,0,23,207RI0200X
129440,0,22,2084N0400X
129441,0,64,207K00000X
129442,0,23,207RI0200X
129443,0,813,?
129444,0,329,?
129445,0,348,?
129446,1,320,?
129447,0,636,?
129448,0,0,207R00000X
129449,1,115,2084P0804X
129450,0,119,2084P0800X
129451,1,29,207R00000X
129452,1,7,2084N0400X
129453,1,212,?
129454,1,153,2084N0400X
129455,1,66,174400000X
129456,0,28,2084N0400X
129457,0,9,207Q00000X
129458,0,93,2084P0800X
129459,0,20,2084P0800X
129460,0,49,208000000X
129461,0,41,2084N0402X
129462,1,909,?
129463,0,258,?
129464,1,1839,?
129465,1,51,2084B0040X
129466,1,379,?
129467,0,93,2084P0800X
129468,1,706,?
129469,0,128,207R00000X
129470,0,93,2084P0800X
129471,0,329,?
129472,0,90,2084P0800X
129473,0,448,?
129474,1,29,207R00000X
129475,0,40,208000000X
129476,1,1840,?
129477,0,9,207Q00000X
129478,0,0,207R00000X
129479,0,20,2084P0800X
129480,0,902,?
129481,1,1841,?
129482,0,128,207R00000X
129483,1,1842,?
129484,1,1843,?
129485,0,239,?
129486,0,109,207RI0011X
129487,0,971,?
129488,0,55,2084N0400X
129489,0,15,207RG0100X
129490,0,103,207N00000X
129491,0,550,?
129492,0,90,2084P0800X
129493,0,798,?
129494,0,15,207RG0100X
129495,0,90,2084P0800X
129496,0,188,2084N0400X
129497,0,266,?
129498,0,134,2084P0800X
129499,0,653,?
129500,0,167,2084P0800X
129501,1,1271,?
129502,0,15,207RG0100X
129503,0,5,2084P0800X
129504,1,629,?
129505,0,0,207R00000X
129506,1,493,?
129507,0,61,2084N0400X
129508,1,840,?
129509,0,0,207R00000X
129510,0,34,207RG0100X
129511,1,7,2084N0400X
129512,1,29,207R00000X
129513,1,73,207RP1001X
129514,0,16,2084P0800X
129515,0,103,207N00000X
129516,1,7,2084N0400X
129517,1,1844,?
129518,0,94,2084N0400X
129519,0,16,2084P0800X
129520,1,141,2084N0400X
129521,0,24,2084N0400X
129522,0,283,?
129523,1,153,2084N0400X
129524,0,28,2084N0400X
129525,0,134,2084P0800X
129526,1,1845,?
129527,0,137,2084P0804X
129528,1,456,?
129529,1,99,207P00000X
129530,0,799,?
129531,1,59,2084N0402X
129532,1,320,?
129533,1,839,?
129534,0,28,2084N0400X
129535,1,544,?
129536,1,143,2084P0800X
129537,0,0,207R00000X
129538,0,16,2084P0800X
129539,1,90,2084P0800X
129540,1,73,207RP1001X
129541,1,839,?
129542,0,28,2084N0400X
129543,1,143,2084P0800X
129544,0,53,207R00000X
129545,1,66,174400000X
129546,0,1603,?
129547,0,301,?
129548,1,752,?
129549,0,324,?
129550,0,521,?
129551,0,9,207Q00000X
129552,0,125,207R00000X
129553,0,80,2084P0800X
129554,0,80,2084P0800X
129555,1,51,2084B0040X
129556,0,329,?
129557,0,19,2084N0400X
129558,1,930,?
129559,0,0,207R00000X
129560,1,212,?
129561,0,329,?
129562,1,1846,?
129563,0,1847,?
129564,0,80,2084P0800X
129565,0,1014,?
129566,0,0,207R00000X
129567,1,147,207RR0500X
129568,0,726,?
129569,1,500,?
129570,1,1685,?
129571,1,222,?
129572,0,300,?
129573,0,206,207R00000X
129574,0,9,207Q00000X
129575,0,15,207RG0100X
129576,1,826,?
129577,1,116,2084N0400X
129578,1,1848,?
129579,0,90,2084P0800X
129580,1,1823,?
129581,1,792,?
129582,1,374,?
129583,0,28,2084N0400X
129584,1,90,2084P0800X
129585,0,242,?
129586,0,12,207L00000X
129587,0,167,2084P0800X
129588,0,16,2084P0800X
129589,1,344,?
129590,0,370,?
129591,1,1288,?
129592,1,128,207R00000X
129593,0,0,207R00000X
129594,0,237,?
129595,0,1849,?
129596,1,73,207RP1001X
129597,0,15,207RG0100X
129598,1,1850,?
129599,0,307,?
129600,0,207,?
129601,1,378,?
129602,0,139,207Q00000X
129603,0,23,207RI0200X
129604,0,0,207R00000X
129605,1,1317,?
129606,1,257,?
129607,1,1600,?
129608,1,51,2084B0040X
129609,0,31,2084N0400X
129610,1,52,207Q00000X
129611,0,477,?
129612,0,243,?
129613,0,1741,?
129614,0,329,?
129615,0,1851,?
129616,0,11,208000000X
129617,0,3,207Q00000X
129618,1,141,2084N0400X
129619,0,16,2084P0800X
129620,0,301,?
129621,1,1852,?
129622,1,158,2084P0800X
129623,0,240,?
129624,1,629,?
129625,0,680,?
129626,1,59,2084N0402X
129627,1,1132,?
129628,1,603,?
129629,0,3,207Q00000X
129630,0,15,207RG0100X
129631,0,366,?
129632,1,29,207R00000X
129633,0,15,207RG0100X
129634,0,98,207Q00000X
129635,0,247,?
129636,0,135,2084P0804X
129637,1,147,207RR0500X
129638,0,329,?
129639,0,393,?
129640,1,116,2084N0400X
129641,1,100,2084P0800X
129642,0,974,?
129643,0,243,?
129644,1,840,?
129645,0,23,207RI0200X
129646,1,72,2084N0400X
129647,1,701,?
129648,0,366,?
129649,1,29,207R00000X
129650,0,552,?
129651,0,27,208M00000X
129652,0,21,2084N0400X
129653,1,141,2084N0400X
129654,0,31,2084N0400X
129655,1,374,?
129656,1,90,2084P0800X
129657,0,414,?
129658,1,94,2084N0400X
129659,0,16,2084P0800X
129660,1,141,2084N0400X
129661,0,210,?
129662,0,102,207Q00000X
129663,0,9,207Q00000X
129664,0,16,2084P0800X
129665,1,882,?
129666,1,59,2084N0402X
129667,1,90,2084P0800X
129668,0,86,207R00000X
129669,0,435,?
129670,0,680,?
129671,0,242,?
129672,0,15,207RG0100X
129673,0,210,?
129674,1,371,?
129675,0,184,2084N0400X
129676,1,1767,?
129677,1,1853,?
129678,0,45,2084N0400X
129679,0,19,2084N0400X
129680,0,572,?
129681,0,414,?
129682,0,3,207Q00000X
129683,1,100,2084P0800X
129684,0,129,207RP1001X
129685,0,19,2084N0400X
129686,0,243,?
129687,1,1854,?
129688,0,0,207R00000X
129689,0,98,207Q00000X
129690,0,303,?
129691,0,15,207RG0100X
129692,0,333,?
129693,0,9,207Q00000X
129694,1,48,2084P0800X
129695,0,3,207Q00000X
129696,0,1233,?
129697,1,90,2084P0800X
129698,0,3,207Q00000X
129699,0,460,?
129700,1,212,?
129701,0,23,207RI0200X
129702,1,461,?
129703,1,637,?
129704,0,208,?
129705,0,393,?
129706,0,94,2084N0400X
129707,0,1765,?
129708,0,464,?
129709,0,16,2084P0800X
129710,1,377,?
129711,0,20,2084P0800X
129712,0,49,208000000X
129713,1,90,2084P0800X
129714,0,34,207RG0100X
129715,0,23,207RI0200X
129716,1,548,?
129717,0,15,207RG0100X
129718,1,933,?
129719,0,298,?
129720,0,134,2084P0800X
129721,0,130,207RX0202X
129722,0,0,207R00000X
129723,0,9,207Q00000X
129724,0,329,?
129725,0,98,207Q00000X
129726,1,46,2084N0400X
129727,0,16,2084P0800X
129728,1,164,207R00000X
129729,0,11,208000000X
129730,1,219,?
129731,0,203,2084N0400X
129732,0,159,2084N0400X
129733,0,182,207R00000X
129734,0,128,207R00000X
129735,0,410,?
129736,0,137,2084P0804X
129737,0,135,2084P0804X
129738,1,1165,?
129739,1,1211,?
129740,1,1418,?
129741,0,3,207Q00000X
129742,0,15,207RG0100X
129743,0,12,207L00000X
129744,1,59,2084N0402X
129745,0,16,2084P0800X
129746,0,0,207R00000X
129747,0,135,2084P0804X
129748,1,116,2084N0400X
129749,0,0,207R00000X
129750,0,1855,?
129751,1,90,2084P0800X
129752,0,90,2084P0800X
129753,0,0,207R00000X
129754,0,15,207RG0100X
129755,1,115,2084P0804X
129756,0,559,?
129757,1,652,?
129758,0,15,207RG0100X
129759,0,308,?
129760,1,1519,?
129761,0,103,207N00000X
129762,0,328,?
129763,1,29,207R00000X
129764,0,649,?
129765,0,436,?
129766,0,309,?
129767,0,464,?
129768,1,90,2084P0800X
129769,0,61,2084N0400X
129770,0,0,207R00000X
129771,0,9,207Q00000X
129772,0,109,207RI0011X
129773,1,114,2084P0800X
129774,0,3,207Q00000X
129775,1,116,2084N0400X
129776,0,324,?
129777,0,1856,?
129778,0,159,2084N0400X
129779,1,993,?
129780,0,103,207N00000X
129781,0,1857,?
129782,0,272,?
129783,0,499,?
129784,0,0,207R00000X
129785,1,115,2084P0804X
129786,0,109,207RI0011X
129787,0,36,207RC0000X
129788,0,0,207R00000X
129789,0,16,2084P0800X
129790,1,1858,?
129791,0,237,?
129792,0,187,207R00000X
129793,0,40,208000000X
129794,0,16,2084P0800X
129795,0,34,207RG0100X
129796,0,327,?
129797,1,1859,?
129798,0,49,208000000X
129799,1,1860,?
129800,0,240,?
129801,0,0,207R00000X
129802,0,11,208000000X
129803,0,1475,?
129804,1,115,2084P0804X
129805,1,1861,?
129806,0,1862,?
129807,1,496,?
129808,0,52,207Q00000X
129809,1,116,2084N0400X
129810,0,393,?
129811,1,211,?
129812,0,81,2084N0400X
129813,0,9,207Q00000X
129814,1,141,2084N0400X
129815,0,19,2084N0400X
129816,0,0,207R00000X
129817,0,33,2084P0800X
129818,1,52,207Q00000X
129819,0,40,208000000X
129820,0,103,207N00000X
129821,0,19,2084N0400X
129822,1,115,2084P0804X
129823,1,51,2084B0040X
129824,0,1367,?
129825,0,329,?
129826,0,23,207RI0200X
129827,0,16,2084P0800X
129828,1,90,2084P0800X
129829,0,103,207N00000X
129830,1,450,?
129831,0,207,?
129832,0,6,2085R0203X
129833,0,459,?
129834,1,153,2084N0400X
129835,0,150,2084P0804X
129836,1,212,?
129837,0,327,?
129838,0,0,207R00000X
129839,1,25,2084P0800X
129840,1,296,?
129841,0,23,207RI0200X
129842,1,1863,?
129843,0,266,?
129844,1,116,2084N0400X
129845,0,98,207Q00000X
129846,1,257,?
129847,1,90,2084P0800X
129848,1,92,2084P0800X
129849,1,1864,?
129850,1,257,?
129851,0,0,207R00000X
129852,1,90,2084P0800X
129853,1,811,?
129854,1,115,2084P0804X
129855,0,27,208M00000X
129856,0,1096,?
129857,0,3,207Q00000X
129858,0,851,?
129859,0,414,?
